Acts;Author;Directions;Lemmas;Lemmas, per direction;Title;Words;Words, per direction;Year;Directions, per act;Words, per act;Lemmas, per act;ADJ;ADVB;INTJ;NOUN;PREP;VERB
1;Плавильщиков, Пётр Алексеевич;63;1149;5.4603174603174605;Сговор Кутейкина;4107;3.4761904761904763;1789;63.0;4107.0;1149.0;0.19047619047619047;0.12698412698412698;0.0;1.2063492063492063;0.42857142857142855;0.746031746031746
1;Прутков, Козьма;87;786;7.241379310344827;Блонды;1960;5.4942528735632195;1854;87.0;1960.0;786.0;0.4942528735632184;0.2988505747126437;0.011494252873563218;1.9425287356321839;1.0804597701149425;0.6666666666666666
1;Прутков, Козьма;161;1092;10.180124223602485;Черепослов, сиречь Френолог;3079;8.763975155279503;1860;161.0;3079.0;1092.0;0.8385093167701864;0.6335403726708074;0.012422360248447204;2.9316770186335406;1.4223602484472049;1.2298136645962734
1;Прутков, Козьма;15;297;18.666666666666668;Спор древних греческих философов об изящном;486;18.266666666666666;1854;15.0;486.0;297.0;3.7333333333333334;1.4;0.06666666666666667;6.133333333333334;2.2;1.7333333333333334
1;Пушкин, Александр Сергеевич;172;2899;5.232558139534883;Борис Годунов;11024;3.2209302325581395;1831;172.0;11024.0;2899.0;0.27325581395348836;0.13953488372093023;0.0;1.2965116279069768;0.3488372093023256;0.7790697674418605
1;Пушкин, Александр Сергеевич;40;1020;4.375;Каменный гость;3768;2.625;1839;40.0;3768.0;1020.0;0.0;0.125;0.0;1.225;0.15;0.775
1;Пушкин, Александр Сергеевич;17;627;4.823529411764706;Моцарт и Сальери;1388;2.9411764705882355;1831;17.0;1388.0;627.0;0.29411764705882354;0.0;0.0;1.411764705882353;0.47058823529411764;0.7058823529411765
1;Пушкин, Александр Сергеевич;9;658;6.111111111111112;Пир во время чумы;1235;3.888888888888889;1832;9.0;1235.0;658.0;0.3333333333333333;0.1111111111111111;0.0;1.5555555555555556;0.1111111111111111;1.1111111111111112
1;Пушкин, Александр Сергеевич;45;1074;5.222222222222221;Русалка;3085;3.2888888888888888;1837;45.0;3085.0;1074.0;0.17777777777777778;0.06666666666666667;0.0;1.3333333333333333;0.4444444444444444;0.8888888888888888
1;Пушкин, Александр Сергеевич;23;919;4.782608695652174;Скупой рыцарь;2409;2.8260869565217392;1836;23.0;2409.0;919.0;0.13043478260869565;0.043478260869565216;0.0;1.2173913043478262;0.30434782608695654;0.8260869565217391
1;Пушкин, Александр Сергеевич;38;996;4.973684210526316;Сцены из рыцарских времен;3399;3.131578947368421;1837;38.0;3399.0;996.0;0.3684210526315789;0.05263157894736842;0.0;1.131578947368421;0.34210526315789475;0.8421052631578947
1;Шаховской, Александр Александрович;80;1720;3.95;Не любо – не слушай, а лгать не мешай;7192;2.25;1818;80.0;7192.0;1720.0;0.15;0.0375;0.0;0.9875;0.3;0.25
5;Шаховской, Александр Александрович;305;2406;5.331147540983607;Пустодомы;14462;3.767213114754098;1819;61.0;2892.4;481.2;0.2983606557377049;0.1901639344262295;0.013114754098360656;1.3344262295081968;0.42295081967213116;0.46229508196721314
3;Шаховской, Александр Александрович;191;2147;4.345549738219895;Своя семья, или замужняя невеста;10687;2.654450261780105;1818;63.66666666666666;3562.333333333333;715.6666666666665;0.1518324607329843;0.08900523560209424;0.005235602094240838;1.1413612565445026;0.29842931937172773;0.2774869109947644
5;Шаховской, Александр Александрович;489;2783;4.331288343558282;Урок кокеткам, или липецкие воды;16329;2.5419222903885483;1815;97.8;3265.8;556.6;0.19427402862985685;0.12474437627811862;0.0;1.0511247443762781;0.4458077709611452;0.22085889570552147
5;Сухово-Кобылин, Александр Васильевич;901;3712;5.568257491675916;Дело;23578;3.736958934517203;1861;180.2;4715.6;742.4;0.27524972253052166;0.21753607103218647;0.0022197558268590455;1.2086570477247502;0.5283018867924528;0.7647058823529411
3;Сухово-Кобылин, Александр Васильевич;675;2620;4.992592592592593;Смерть Тарелкина;13719;3.1822222222222223;1869;225.0;4573.0;873.3333333333335;0.1437037037037037;0.1259259259259259;0.01925925925925926;1.1348148148148147;0.4577777777777778;0.7422222222222222
2;Сухово-Кобылин, Александр Васильевич;709;2871;5.631875881523273;Свадьба Кречинского;18521;3.7390691114245422;1856;354.5;9260.5;1435.5;0.3427362482369535;0.24118476727785615;0.0;1.0521861777150916;0.5627644569816643;0.842031029619182
5;Сумароков, Александр Петрович;57;1913;5.824561403508773;Димитрий Самозванец;7278;3.684210526315789;1771;11.4;1455.6;382.6;0.47368421052631576;0.05263157894736842;0.0;1.8596491228070176;0.24561403508771928;0.24561403508771928
5;Сумароков, Александр Петрович;33;1911;5.545454545454546;Хорев;8440;3.515151515151515;1747;6.6;1688.0;382.2;0.5454545454545454;0.09090909090909091;0.0;1.6666666666666667;0.24242424242424243;0.12121212121212122
5;Сумароков, Александр Петрович;77;1907;5.467532467532466;Семира;10363;3.493506493506493;1751;15.4;2072.6;381.4;0.19480519480519481;0.025974025974025976;0.0;1.6363636363636365;0.2857142857142857;0.2857142857142857
5;ТолстойА, Алексей Константинович;333;3263;6.4144144144144155;Смерть Иоанна Грозного;18767;4.4774774774774775;1866;66.6;3753.4;652.6;0.45345345345345345;0.15915915915915915;0.0;1.6006006006006006;0.7537537537537538;0.8858858858858859
5;ТолстойА, Алексей Константинович;258;3506;6.616279069767443;Царь Борис;20858;4.666666666666667;1870;51.6;4171.6;701.2;0.40310077519379844;0.13953488372093023;0.0;1.8372093023255813;0.686046511627907;0.8682170542635659
5;ТолстойА, Алексей Константинович;337;2791;6.976261127596438;Царь Фёдор Иоаннович;18668;4.468842729970326;1868;67.4;3733.6;558.2;0.4094955489614243;0.14540059347181009;0.002967359050445104;1.5697329376854599;0.8694362017804155;0.8338278931750742
5;ТолстойЛ, Лев Николаевич;604;2626;5.884105960264901;Власть тьмы, или 'коготок увяз, всей птичке пропасть';19759;3.9172185430463577;1887;120.8;3951.8;525.2;0.1837748344370861;0.11258278145695365;0.0016556291390728477;1.3857615894039734;0.5397350993377483;1.0794701986754967
6;ТолстойЛ, Лев Николаевич;371;2089;6.169811320754717;Живой труп;14304;4.177897574123989;1900;61.83333333333334;2384.0;348.16666666666674;0.353099730458221;0.12668463611859837;0.0;1.6522911051212938;0.41778975741239893;0.9784366576819407
1;Тургенев, Иван Сергеевич;272;2035;6.720588235294117;Где тонко, там и рвётся;9709;4.8713235294117645;1848;272.0;9709.0;2035.0;0.4889705882352941;0.44485294117647056;0.0;1.1875;0.7867647058823529;0.8933823529411765
1;Тургенев, Иван Сергеевич;687;2785;6.39155749636099;Холостяк;21501;4.506550218340611;1849;687.0;21501.0;2785.0;0.2780203784570597;0.3915574963609898;0.001455604075691412;1.4294032023289664;0.6273653566229985;0.8296943231441049
2;Тургенев, Иван Сергеевич;559;2324;7.101967799642218;Нахлебник;15015;5.15742397137746;1857;279.5;7507.5;1162.0;0.5026833631484794;0.39713774597495527;0.0017889087656529517;1.3989266547406083;0.8121645796064401;1.0644007155635062
1;Тургенев, Иван Сергеевич;272;1804;5.680147058823528;Неосторожность;10137;3.8014705882352944;1843;272.0;10137.0;1804.0;0.14705882352941177;0.39705882352941174;0.007352941176470588;1.224264705882353;0.5919117647058824;0.7022058823529411
1;Тургенев, Иван Сергеевич;310;1586;6.148387096774193;Провинциалка;9859;4.332258064516129;1851;310.0;9859.0;1586.0;0.26129032258064516;0.2838709677419355;0.0;1.3548387096774193;0.6870967741935484;0.6838709677419355
1;Тургенев, Иван Сергеевич;105;1265;6.2285714285714295;Разговор на большой дороге;4499;4.438095238095238;1851;105.0;4499.0;1265.0;0.41904761904761906;0.4;0.009523809523809525;1.2666666666666666;0.3619047619047619;0.8952380952380953
1;Тургенев, Иван Сергеевич;144;1042;6.986111111111112;Вечер в Сорренте;4066;5.145833333333333;1852;144.0;4066.0;1042.0;0.3541666666666667;0.3125;0.0;1.5486111111111112;0.8125;0.9236111111111112
1;Тургенев, Иван Сергеевич;84;1292;3.6428571428571432;Завтрак у предводителя;7018;2.107142857142857;1849;84.0;7018.0;1292.0;0.30952380952380953;0.023809523809523808;0.011904761904761904;0.5476190476190477;0.23809523809523808;0.5357142857142857
